researcher,title,author,source,pyear,tc,ac,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
ahmed,Human effector and memory CD8(+) T cell responses to smallpox and yellow fever vaccines,"Miller, Joseph D.; van der Most, Robbert G.; Akondy, Rama S.; Glidewell, John T.; Albott, Sophia; Masopust, David; Murali-Krishna, Kaja; Mahar, Patryce L.; Edupuganti, Srilatha; Lalor, Susan; Germon, Stephanie; Del Rio, Carlos; Mulligan, Mark J.; Staprans, Silvija I.; Altman, John D.; Feinberg, Mark B.; Ahmed, Rafi",IMMUNITY,2008,175,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,37,35,32,32,7
ahmed,Enhancing SIV-specific immunity in vivo by PD-1 blockade,"Velu, Vijayakumar; Titanji, Kehmia; Zhu, Baogong; Husain, Sajid; Pladevega, Annette; Lai, Lilin; Vanderford, Thomas H.; Chennareddi, Lakshmi; Silvestri, Guido; Freeman, Gordon J.; Ahmed, Rafi; Amara, Rama Rao",NATURE,2009,166,27.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,30,33,27,47,10
ahmed,Prolonged Interleukin-2R alpha Expression on Virus-Specific CD8(+) T Cells Favors Terminal-Effector Differentiation In Vivo,"Kalia, Vandana; Sarkar, Surojit; Subramaniam, Shruti; Haining, W. Nicholas; Smith, Kendall A.; Ahmed, Rafi",IMMUNITY,2010,151,30.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,32,39,44,11
ahmed,Stimulation history dictates memory CD8 T cell phenotype: Implications for prime-boost vaccination,"Masopust, David; Ha, Sang-Jun; Vezys, Vaiva; Ahmed, Rafi",JOURNAL OF IMMUNOLOGY,2006,134,14.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,18,18,21,20,15,13,3
ahmed,Immunological mechanisms of vaccination,"Pulendran, Bali; Ahmed, Rafi",NATURE IMMUNOLOGY,2011,125,31.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,43,59,17
ahmed,Cooperation of Tim-3 and PD-1 in CD8 T-cell exhaustion during chronic viral infection,"Jin, Hyun-Tak; Anderson, Ana C.; Tan, Wendy G.; West, Erin E.; Ha, Sang-Jun; Araki, Koichi; Freeman, Gordon J.; Kuchroo, Vijay K.; Ahmed, Rafi",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2010,125,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,39,44,14
ahmed,Systems biology of vaccination for seasonal influenza in humans,"Nakaya, Helder I.; Wrammert, Jens; Lee, Eva K.; Racioppi, Luigi; Marie-Kunze, Stephanie; Haining, W. Nicholas; Means, Anthony R.; Kasturi, Sudhir P.; Khan, Nooruddin; Li, Gui-Mei; McCausland, Megan; Kanchan, Vibhu; Kokko, Kenneth E.; Li, Shuzhao; Elbein, Rivka; Mehta, Aneesh K.; Aderem, Alan; Subbarao, Kanta; Ahmed, Rafi; Pulendran, Bali",NATURE IMMUNOLOGY,2011,120,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,43,58,15
ahmed,Frequency and Phenotype of Human Immunodeficiency Virus Envelope-Specific B Cells from Patients with Broadly Cross-Neutralizing Antibodies,"Doria-Rose, Nicole A.; Klein, Rachel M.; Manion, Maura M.; O'Dell, Sijy; Phogat, Adhuna; Chakrabarti, Bimal; Hallahan, Claire W.; Migueles, Stephen A.; Wrammert, Jens; Ahmed, Rafi; Nason, Martha; Wyatt, Richard T.; Mascola, John R.; Connors, Mark",JOURNAL OF VIROLOGY,2009,118,19.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,23,23,25,6
ahmed,Continuous recruitment of naive T cells contributes to heterogeneity of antiviral CD8 T cells during persistent infection,"Vezys, Vaiva; Masopust, David; Kemball, Christopher C.; Barber, Daniel L.; O'Mara, Leigh A.; Larsen, Christian P.; Pearson, Thomas C.; Ahmed, Rafi; Lukacher, Aron E.",JOURNAL OF EXPERIMENTAL MEDICINE,2006,118,13.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,18,15,11,20,14,10,3
ahmed,From Vaccines to Memory and Back,"Sallusto, Federica; Lanzavecchia, Antonio; Araki, Koichi; Ahmed, Rafi",IMMUNITY,2010,109,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,38,33,8
ahmed,Regulation of homeostatic chemokine expression and cell trafficking during immune responses,"Mueller, Scott N.; Hosiawa-Meagher, Karoline A.; Konieczny, Bogumila T.; Sullivan, Brandon M.; Bachmann, Martin F.; Locksley, Richard M.; Ahmed, Rafi; Matloubian, Mehrdad",SCIENCE,2007,100,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,18,13,19,11,13,2
ahmed,Visualizing Antigen-Specific and Infected Cells in Situ Predicts Outcomes in Early Viral Infection,"Li, Qingsheng; Skinner, Pamela J.; Ha, Sang-Jun; Duan, Lijie; Mattila, Teresa L.; Hage, Aaron; White, Cara; Barber, Daniel L.; O'Mara, Leigh; Southern, Peter J.; Reilly, Cavan S.; Carlis, John V.; Miller, Christopher J.; Ahmed, Rafi; Haase, Ashley T.",SCIENCE,2009,96,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,33,26,14,11,4
ahmed,Enhancing therapeutic vaccination by blocking PD-1-mediated inhibitory signals during chronic infection,"Ha, Sang-Jun; Mueller, Scott N.; Wherry, E. John; Barber, Daniel L.; Aubert, Rachael D.; Sharpe, Arlene H.; Freeman, Gordon J.; Ahmed, Rafi",JOURNAL OF EXPERIMENTAL MEDICINE,2008,96,13.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,24,19,8,13,2
ahmed,Dynamic T cell migration program provides resident memory within intestinal epithelium,"Masopust, David; Choo, Daniel; Vezys, Vaiva; Wherry, E. John; Duraiswamy, Jaikumar; Akondy, Rama; Wang, Jun; Casey, Kerry A.; Barber, Daniel L.; Kawamura, Kim S.; Fraser, Kathryn A.; Webby, Richard J.; Brinkmann, Volker; Butcher, Eugene C.; Newell, Kenneth A.; Ahmed, Rafi",JOURNAL OF EXPERIMENTAL MEDICINE,2010,91,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,18,38,9
ahmed,High antigen levels are the cause of T cell exhaustion during chronic viral infection,"Mueller, Scott N.; Ahmed, Rafi",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2009,89,14.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,16,19,16,7
ahmed,Rapid demethylation of the IFN-gamma gene occurs in memory but not naive CD8 T cells,"Kersh, Ellen N.; Fitzpatrick, David R.; Murali-Krishna, Kaja; Shires, John; Speck, Samuel H.; Boss, Jeremy M.; Ahmed, Rafi",JOURNAL OF IMMUNOLOGY,2006,85,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,6,16,14,11,10,10,3
ahmed,Memory CD8 T-cell compartment grows in size with immunological experience,"Vezys, Vaiva; Yates, Andrew; Casey, Kerry A.; Lanier, Gibson; Ahmed, Rafi; Antia, Rustom; Masopust, David",NATURE,2009,82,13.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,16,21,11,3
ahmed,Protective immunity and susceptibility to infectious diseases: lessons from the 1918 influenza pandemic,"Ahmed, Rafi; Oldstone, Michael B. A.; Palese, Peter",NATURE IMMUNOLOGY,2007,82,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,12,20,16,11,9,6
ahmed,Viral targeting of fibroblastic reticular cells contributes to immunosuppression and persistence during chronic infection,"Mueller, Scott N.; Matloubian, Mehrdad; Clemens, Daniel M.; Sharpe, Arlene H.; Freeman, Gordon J.; Gangappa, Shivaprakash; Larsen, Christian P.; Ahmed, Rafi",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2007,76,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,14,9,14,16,11,1
ahmed,Elevated expression levels of inhibitory receptor programmed death 1 on simian immunodeficiency virus-specific CD8 T cells during chronic infection but not after vaccination,"Velu, Vijayakumar; Kannanganat, Sunil; Ibegbu, Chris; Chennareddi, Lakshmi; Villinger, Francois; Freeman, Gordon J.; Ahmed, Rafi; Amara, Rama Rao",JOURNAL OF VIROLOGY,2007,75,9.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,9,16,15,8,6,2
ahmed,Proteome-wide analysis of the serological response to vaccinia and smallpox,"Huw Davies, D.; Molina, Douglas M.; Wrammert, Jens; Miller, Joe; Hirst, Siddiqua; Mu, Yunxiang; Pablo, Jozelyn; Unal, Berkay; Nakajima-Sasaki, Rie; Liang, Xiaowu; Crotty, Shane; Karem, Kevin L.; Damon, Inger K.; Ahmed, Rafi; Villarreal, Luis; Felgner, Philip L.",PROTEOMICS,2007,75,9.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,15,13,20,12,5,0
ahmed,Features of responding T cells in cancer and chronic infection,"Kim, Peter S.; Ahmed, Rafi",CURRENT OPINION IN IMMUNOLOGY,2010,73,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,33,20,3
ahmed,The Yellow Fever Virus Vaccine Induces a Broad and Polyfunctional Human Memory CD8(+) T Cell Response,"Akondy, Rama S.; Monson, Nathan D.; Miller, Joseph D.; Edupuganti, Srilatha; Teuwen, Dirk; Wu, Hong; Quyyumi, Farah; Garg, Seema; Altman, John D.; Del Rio, Carlos; Keyserling, Harry L.; Ploss, Alexander; Rice, Charles M.; Orenstein, Walter A.; Mulligan, Mark J.; Ahmed, Rafi",JOURNAL OF IMMUNOLOGY,2009,73,12.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,14,22,7
ahmed,Strength of stimulus and clonal competition impact the rate of memory CD8 T cell differentiation,"Sarkar, Surojit; Teichgriiber, Volker; Kalia, Vandana; Polley, Antonio; Masopust, David; Harrington, Laurie E.; Ahmed, Rafi; Wherry, E. John",JOURNAL OF IMMUNOLOGY,2007,62,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,20,10,8,9,0
ahmed,Rapid generation of fully human monoclonal antibodies specific to a vaccinating antigen,"Smith, Kenneth; Garman, Lori; Wrammert, Jens; Zheng, Nai-Ying; Capra, J. Donald; Ahmed, Rafi; Wilson, Patrick C.",NATURE PROTOCOLS,2009,59,9.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,18,10,20,2
ahmed,The precursors of memory: models and controversies,"Ahmed, Rafi; Bevan, Michael J.; Reiner, Steven L.; Fearon, Douglas T.",NATURE REVIEWS IMMUNOLOGY,2009,58,9.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,13,10,17,4
ahmed,A Blueprint for HIV Vaccine Discovery,"Burton, Dennis R.; Ahmed, Rafi; Barouch, Dan H.; Butera, Salvatore T.; Crotty, Shane; Godzik, Adam; Kaufmann, Daniel E.; McElrath, M. Juliana; Nussenzweig, Michel C.; Pulendran, Bali; Scanlan, Chris N.; Schief, William R.; Silvestri, Guido; Streeck, Hendrik; Walker, Bruce D.; Walker, Laura M.; Ward, Andrew B.; Wilson, Ian A.; Wyatt, Richard",CELL HOST & MICROBE,2012,54,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,13
ahmed,Pandemic H1N1 influenza vaccine induces a recall response in humans that favors broadly cross-reactive memory B cells,"Li, Gui-Mei; Chiu, Christopher; Wrammert, Jens; McCausland, Megan; Andrews, Sarah F.; Zheng, Nai-Ying; Lee, Jane-Hwei; Huang, Min; Qu, Xinyan; Edupuganti, Srilatha; Mulligan, Mark; Das, Suman R.; Yewdell, Jonathan W.; Mehta, Aneesh K.; Wilson, Patrick C.; Ahmed, Rafi",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2012,53,17.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,32,12
ahmed,"Case of yellow fever vaccine-associated viscerotropic disease with prolonged viremia, robust adaptive immune responses, and polymorphisms in CCR5 and RANTES genes","Pulendran, Bali; Miller, Joseph; Querec, Troy D.; Akondy, Rama; Moseley, Nelson; Laur, Oscar; Glidewell, John; Monson, Nathan; Zhu, Tuofu; Zhu, Haiying; Staprans, Sylvija; Lee, David; Brinton, Margo A.; Perelygin, Andrey A.; Vellozzi, Claudia; Brachman, Philip, Jr.; Lalor, Susan; Teuwen, Dirk; Eidex, Rachel B.; Cetron, Marty; Priddy, Frances; del Rio, Carlos; Altman, John; Ahmed, Rafi",JOURNAL OF INFECTIOUS DISEASES,2008,52,7.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,11,8,8,11,3
ahmed,Quantitating the magnitude of the lymphocytic choriomeningitis virus-specific CD8 T-cell response: It is even bigger than we thought,"Masopust, David; Murali-Krishna, Kaja; Ahmed, Rafi",JOURNAL OF VIROLOGY,2007,52,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,11,9,4,4,5,6
ahmed,The role of mTOR in memory CD8+T-cell differentiation,"Araki, Koichi; Youngblood, Ben; Ahmed, Rafi",IMMUNOLOGICAL REVIEWS,2010,43,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,16,9,2
ahmed,Requirement of B Cells for Generating CD4(+) T Cell Memory,"Whitmire, Jason K.; Asano, Mary S.; Kaech, Susan M.; Sarkar, Surojit; Hannum, Lynn G.; Shlomchik, Mark J.; Ahmed, Rafi",JOURNAL OF IMMUNOLOGY,2009,43,7.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,12,5,10,2
ahmed,Manipulating both the inhibitory and stimulatory immune system towards the success of therapeutic vaccination against chronic viral infections,"Ha, Sang-Jun; West, Erin E.; Araki, Koichi; Smith, Kendall A.; Ahmed, Rafi",IMMUNOLOGICAL REVIEWS,2008,42,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,16,12,5,2,1
